"var1","var2"
NA,96.3502
NA,104.0488
81.5018,52.0436
NA,69.4663
NA,29.1746
0.9529,4.7255
89.2124,51.2006
NA,84.8645
25.3868,17.3524
106.4763,34.2242
72.3702,53.4251
17.8719,18.2205
51.7584,9.8247
221.4222,55.6085
128.8168,24.0137
NA,50.0608
121.4506,78.2218
31.0024,34.3196
21.6806,24.0889
74.8004,67.6989
1.6878,15.5565
NA,121.8897
67.1704,74.2963
NA,120.2396
49.043,19.1231
NA,59.4902
87.9032,33.0597
NA,65.87
72.3872,44.854
50.3777,27.1831
66.4266,61.9911
63.8052,51.3154
NA,98.0857
35.8463,25.8137
NA,52.6318
89.4776,75.6029
139.8569,79.1355
38.7332,26.5745
36.8381,39.225
NA,59.554
NA,88.3558
NA,62.2153
21.8619,45.3814
89.7423,33.9695
70.1372,57.9029
17.3799,13.5283
77.6839,27.6764
NA,32.749
8.0025,22.0317
72.3151,58.2098
21.4747,38.1239
188.6497,39.394
81.4506,53.6087
NA,97.6134
NA,74.2467
NA,19.9351
153.3207,54.2466
NA,95.8968
93.8643,75.3012
101.5877,56.4812
NA,32.0955
NA,69.949
15.2729,15.0673
116.2094,81.7361
NA,45.5101
24.5256,14.5784
NA,50.6577
15.0826,25.7862
NA,77.5643
180.0079,24.5944
32.0966,27.1242
46.3468,28.9223
80.4769,55.6791
83.995,72.6998
NA,60.3652
80.1286,41.0284
NA,59.7754
77.4089,38.6334
NA,83.0222
61.6172,65.8051
143.3469,70.1902
38.9509,21.025
49.8008,39.0077
126.8331,106.7788
NA,51.0787
18.4928,14.9638
33.6949,28.6334
70.5846,37.0912
NA,53.1484
77.7498,22.2208
51.0537,18.6448
9.6976,10.1676
NA,22.8028
NA,87.7394
NA,77.9861
56.6413,48.9375
7.1894,9.3494
NA,98.5758
31.6387,22.3026
68.4287,25.4642
101.3875,71.395
51.9554,16.7036
44.4747,43.7323
NA,113.6418
NA,74.2589
31.1329,40.0175
71.1389,33.8255
NA,41.5588
NA,93.7887
355.1797,74.0442
6.2746,23.3357
22.2116,17.9172
63.0396,29.621
NA,84.1217
67.351,9.8298
78.7241,60.7696
111.2319,66.1068
50.9277,24.5211
65.3438,49.8755
28.1226,38.746
NA,71.9384
NA,60.5006
143.0937,34.8249
62.3144,36.8901
32.5304,59.1538
NA,15.8788
NA,92.4463
NA,66.5525
NA,98.9355
NA,94.7407
40.8376,14.3737
31.9423,8.702
81.5763,28.9563
NA,32.978
230.205,79.2899
2.6318,19.7582
112.9333,76.9475
88.8381,40.3185
76.3257,50.1186
57.7545,36.7441
37.663,44.4202
NA,30.5726
NA,63.4728
36.4164,31.0826
110.3568,87.4977
NA,44.8227
NA,88.9411
NA,49.0049
101.5249,40.9158
100.5657,66.6896
23.7885,27.7756
67.2642,38.04
54.8543,39.3005
NA,43.5073
15.8333,27.2039
122.7784,75.3566
60.4606,28.9954
NA,108.747
52.7052,38.1772
NA,38.278
33.6273,23.689
NA,27.518
NA,66.5905
129.9994,96.1935
32.577,17.3372
14.0585,12.0653
NA,90.4235
7.5726,14.6412
57.7739,53.9387
NA,43.6856
NA,64.2707
NA,68.0177
NA,73.6847
NA,13.1642
NA,24.6181
31.0859,16.6582
54.0223,43.4779
49.8115,37.2425
67.5798,27.9968
NA,85.0592
36.4851,45.6773
29.3952,16.5253
44.443,9.5609
72.6789,60.6828
5.7425,16.1425
12.5915,33.4962
41.3545,10.6629
NA,65.0398
97.1127,64.4386
NA,50.6321
21.7085,33.2965
26.5218,23.1829
96.6196,56.3912
NA,108.991
NA,62.0575
28.7772,11.113
NA,24.0845
15.7868,17.3179
115.1572,94.056
0.2899,13.2409
126.3383,59.4151
40.7536,61.3221
148.1851,41.3638
5.0591,14.619
22.8924,25.2128
NA,22.2618
3.2852,8.509
11.391,12.9607
NA,91.9888
11.1984,11.4234
0.1768,7.066
34.0283,35.5754
40.2771,32.4911
51.1275,65.3949
147.3559,55.4697
38.4915,50.3096
NA,55.3125
NA,54.0036
87.6698,80.526
74.0028,82.1996
NA,62.9038
34.3726,18.1403
113.0132,93.5442
NA,60.8661
NA,103.3442
25.5442,15.2968
NA,23.914
47.9254,69.4565
280.7323,57.639
NA,64.0231
41.3787,50.3947
15.8365,14.0462
57.9419,50.1516
4.3167,12.786
24.5136,11.8264
26.2796,17.6723
44.2667,21.3017
169.9806,51.9855
8.3406,14.388
57.711,43.0831
73.8235,27.8081
NA,57.3017
21.0072,12.8368
74.9073,24.7304
66.9907,37.7032
84.2653,74.8497
81.7161,98.9995
13.467,5.589
34.2134,21.3475
23.1939,22.4627
NA,19.0141
54.9422,66.8724
NA,88.5289
29.3854,33.2286
80.1785,32.6036
NA,87.737
10.2122,16.1591
3.5982,14.3015
NA,59.9267
19.1709,37.492
NA,84.6362
74.3486,21.7927
95.397,78.3494
47.1895,29.8665
NA,64.8763
190.4667,79.1682
NA,127.8828
14.8504,32.3756
NA,74.5921
157.7914,75.666
50.1415,24.7623
161.3528,68.5606
65.5719,63.1857
NA,51.3255
NA,86.5148
NA,144.7053
NA,87.2366
106.3111,52.2357
61.2674,27.4758
NA,44.9899
23.2868,34.8046
142.8759,94.2797
132.4115,107.1329
NA,80.3229
7.5273,14.2431
27.2927,20.5831
NA,120.6003
44.1487,66.2778
NA,49.8281
16.62,11.8305
19.1803,23.8795
NA,21.009
NA,62.64
NA,34.932
124.0025,27.1158
5.1028,13.9182
5.1804,19.3359
79.5334,39.8949
21.5282,24.9983
87.1327,51.5879
38.6939,24.9711
39.4111,29.8903
26.2427,32.3166
39.9135,20.1691
38.7785,38.3089
79.9415,26.1275
0.1547,2.5203
NA,38.368
101.3137,48.8891
NA,37.7873
NA,93.6716
31.979,42.5887
54.5787,48.4414
62.306,40.5194
NA,31.0807
NA,42.2033
54.242,51.1233
NA,26.5905
139.2865,79.6881
85.3966,63.9583
NA,52.851
NA,81.8993
62.0883,57.6114
92.9532,49.3635
37.5085,25.8116
25.039,46.0085
46.239,39.2261
NA,96.9177
8.2487,25.5952
53.4253,24.0645
142.2534,58.3421
63.4768,77.7298
26.1678,36.7768
NA,69.612
109.2195,31.2489
NA,61.4091
NA,92.5112
78.6406,57.9339
60.856,37.2795
NA,111.6107
41.1101,20.7069
107.197,50.0341
51.5265,44.3624
4.817,14.8763
33.0616,27.6686
37.9206,46.0594
7.9065,28.3109
90.493,71.1705
1.1903,18.5602
22.0029,18.4916
42.5907,34.8586
69.609,40.0206
47.9441,21.1663
11.7697,15.2756
NA,150.2635
9.0139,10.7826
59.9613,42.2956
56.1229,11.6683
NA,58.1546
41.6686,30.1259
182.5562,55.6467
145.344,20.2688
NA,51.8161
26.4279,9.3787
18.2233,37.4411
6.5994,12.7612
NA,72.0613
54.0737,42.5018
103.114,29.4769
NA,104.8944
29.4851,22.655
NA,65.554
36.6373,36.9952
NA,52.1087
60.9326,22.0095
NA,78.0026
NA,55.6895
1.3585,9.4857
63.2787,43.8368
173.5104,60.47
2.7355,11.6487
6.8518,14.6226
NA,79.9405
15.0376,43.7681
NA,48.9484
47.8792,64.4415
95.9275,57.2815
28.0736,22.6535
49.505,37.8303
64.1377,50.2821
43.8083,24.8169
46.4398,21.2851
NA,90.6161
86.0012,39.1259
87.383,42.8539
93.2583,115.7428
NA,29.2893
NA,26.4674
4.2173,12.5095
153.4767,47.2405
35.9278,48.695
26.2342,27.3242
NA,45.4303
66.8602,37.5555
127.8804,43.8735
2.7732,8.0258
5.8595,9.9164
29.7204,40.9462
145.2544,39.2836
NA,48.2576
9.1424,33.75
34.4427,32.9649
15.9035,31.9044
NA,38.7582
32.7375,39.3349
167.7847,62.9214
NA,47.3122
49.5378,67.4253
70.8427,39.3299
93.6528,68.175
36.564,20.6014
NA,14.682
143.0613,60.9953
165.279,54.1077
84.7718,32.111
NA,89.8232
NA,22.4849
47.3615,29.4955
126.3562,59.0933
41.7769,13.3703
11.9375,39.8272
NA,41.4493
NA,105.4511
151.6963,50.038
25.6107,14.0733
140.1036,61.8618
19.5897,10.4911
NA,27.9002
8.9821,19.5318
71.0047,46.4162
23.1006,33.8164
44.8315,41.7469
56.9867,47.8617
126.2462,49.6177
NA,93.4549
NA,51.1894
12.8119,27.4708
155.6442,65.6485
149.094,74.8619
37.7136,21.2905
NA,128.1504
47.4728,17.4622
0.0084,4.4944
18.8813,16.647
NA,76.6823
42.9035,27.082
13.3762,26.2633
23.5279,33.7663
21.9864,37.4221
71.39,63.6112
54.525,26.4012
30.9336,39.4988
NA,53.9577
NA,75.8414
NA,127.6191
58.8152,38.5364
138.8386,94.9759
69.3948,56.3153
33.3023,27.3206
56.153,24.7054
26.5643,20.4111
68.6933,46.6884
NA,54.3824
NA,56.1911
NA,30.564
25.65,14.1828
24.1524,20.8166
NA,80.2073
NA,138.6126
NA,104.2651
NA,23.2652
NA,65.1749
59.9055,36.0537
16.2732,20.2899
9.9756,6.1507
11.5217,23.7644
10.9723,14.9671
172.3017,60.8234
67.8101,64.1161
7.6658,9.2841
15.4531,22.0935
115.4561,60.174
76.876,48.6783
126.4115,97.2679
NA,42.1639
67.3083,60.768
41.1091,17.6636
NA,123.3803
35.4904,53.2587
4.6589,22.2286
65.3392,56.5294
121.5139,39.05
NA,124.3629
82.9093,59.9179
6.5194,12.111
32.0695,30.6953
54.9412,58.9474
NA,53.6887
57.36,28.2789
17.5403,32.544
46.0093,38.8012
87.8234,27.0827
109.0772,64.1706
88.2514,36.356
21.8026,19.0802
39.4282,30.6906
57.2038,56.9469
75.1224,55.1067
110.8428,85.949
52.0528,49.5559
3.6583,14.7413
NA,66.3476
NA,89.8155
11.7185,25.9918
5.2051,7.8721
NA,66.132
22.5922,28.3505
9.6427,4.602
NA,20.9555
101.5161,51.7791
NA,60.9621
47.1232,29.6866
NA,17.2854
208.3755,94.349
3.5925,18.5237
NA,44.402
40.4994,14.5292
32.9184,68.1427
71.3364,61.2642
NA,33.2821
17.678,15.6357
110.5197,50.8994
45.9831,17.8647
118.8086,57.5377
NA,122.52
94.995,75.3126
52.4162,65.5386
18.7912,25.0663
56.0679,69.9975
NA,87.1923
33.744,42.4286
97.7781,57.8286
NA,72.8979
38.6247,61.8388
NA,45.726
99.1891,68.5293
NA,32.0176
32.3812,6.7399
NA,41.4957
81.3165,26.1064
95.5003,100.0349
NA,29.1091
NA,30.7388
64.2047,43.4627
154.3589,78.7122
9.8395,9.4143
65.3785,33.9892
NA,142.2889
70.7995,15.0873
66.5087,34.6936
39.694,34.0772
NA,25.4817
54.7124,57.6631
91.8293,54.7148
32.759,48.2226
6.1006,16.2009
NA,54.9908
35.0629,34.7927
18.6668,30.0277
NA,60.6327
101.2058,48.4753
25.1586,19.2579
29.5538,51.2281
50.117,55.3307
30.5136,40.5733
32.532,31.5325
60.36,29.104
20.6828,15.182
101.7758,79.6238
33.5547,13.7219
NA,13.3659
47.3048,38.2423
135.7818,85.0436
83.2904,56.8331
0.3201,7.003
18.0965,15.6947
NA,86.0824
71.3399,15.7476
80.1104,62.0165
6.7759,31.8663
20.6045,57.3162
NA,85.056
160.4823,36.5592
65.1092,61.8411
38.2845,27.9054
2.3663,8.3421
NA,96.0092
47.4436,49.6966
NA,35.9813
NA,62.3695
15.6286,42.9855
45.8591,30.7542
117.8229,43.3592
41.3309,50.1901
NA,97.3122
86.37,45.6411
15.5315,16.5278
46.1364,71.2716
46.9345,50.0047
NA,83.8213
NA,189.3729
177.9277,110.6021
15.7054,31.1198
167.0798,87.6218
71.3636,40.2108
36.8198,51.3392
NA,85.2849
67.034,38.2291
57.0677,63.2524
64.9098,27.5749
49.3375,30.4168
56.8168,63.3839
23.9667,36.7118
NA,15.0825
NA,61.788
NA,55.7966
23.5273,18.5078
75.9256,29.6687
65.8277,43.1022
107.7127,76.7304
NA,34.8662
NA,63.8503
35.0728,37.3407
36.0653,26.7896
76.4835,65.1925
50.9832,31.3574
73.6964,54.699
6.4976,13.4728
50.0821,26.8043
NA,123.6914
39.2951,30.5807
37.3993,32.2376
21.8508,26.5251
NA,84.7628
83.0027,47.9959
7.468,22.3111
114.4472,25.5932
120.7367,78.4687
NA,78.2979
41.961,40.4349
7.9221,20.8317
0.0245,1.2842
157.701,89.0041
118.3152,62.0049
NA,37.9769
36.9421,33.5511
93.481,65.4768
0.596,11.182
NA,30.8928
NA,31.2713
67.268,51.7318
93.4477,57.8856
151.3834,77.8484
185.0462,125.0095
NA,175.0959
125.4972,39.5132
160.7465,70.5054
11.5548,14.2671
NA,99.0886
9.931,37.4243
124.1117,65.9926
25.3292,21.4494
NA,49.8414
104.6584,74.9931
52.3028,25.0768
55.5633,51.8795
31.2645,27.389
63.5443,30.5149
NA,50.5596
47.8503,47.2868
17.6002,10.4865
15.9136,20.9604
83.9402,84.3952
NA,69.5613
51.486,47.7459
37.7932,42.6036
NA,76.2148
50.3737,44.8845
9.8837,17.2203
NA,105.0425
NA,111.1947
96.5716,55.3779
8.4095,14.4428
0.0012,4.001
35.6149,25.8435
NA,105.1679
67.1421,41.8774
72.6598,32.6845
37.3447,17.9042
64.7078,49.2263
62.6799,24.4088
NA,73.1291
50.9416,40.2507
138.0358,81.5377
NA,58.8474
155.6809,95.4069
NA,118.1137
NA,32.8213
NA,43.3237
33.0516,26.1533
NA,129.4381
122.057,44.6688
0.0673,4.6891
60.556,76.8102
NA,34.139
NA,69.4172
