"var1","var2"
182.9578,76.6316
101.9928,73.9704
NA,37.0357
3e-04,9.2601
NA,103.583
1.1723,29.5011
119.7324,25.6074
16.7185,20.883
1.0934,20.5341
28.3381,26.5402
81.6345,83.5794
116.1557,88.8783
41.0196,25.3769
98.1955,78.0342
6.1926,15.7655
18.1673,23.5484
48.6409,50.4483
66.1939,18.0776
11.265,40.4075
103.9734,78.5875
NA,77.3434
82.7045,65.642
165.2939,62.1373
NA,82.4192
NA,53.9978
NA,88.3274
NA,70.3894
35.6338,42.2797
NA,42.3894
NA,19.1055
NA,36.4876
39.3367,28.3824
76.0675,88.3602
NA,29.8406
31.2558,54.408
29.5563,19.1834
78.7482,39.6247
NA,73.2869
53.2296,35.3683
13.4257,25.3918
NA,65.107
3.4614,19.1817
57.6728,50.5803
10.7753,43.4547
NA,46.3895
48.8022,55.9971
163.2259,38.2306
78.3713,71.6484
171.9195,92.9454
106.6805,39.747
NA,50.9372
NA,96.5874
132.9256,84.9925
NA,86.5755
16.5952,28.633
0.7036,16.0777
NA,72.118
102.9168,32.4148
NA,31.613
151.8142,58.9943
52.2546,50.6418
31.1799,25.6772
19.6842,18.4922
NA,68.6633
NA,42.0581
94.0915,79.4596
NA,49.8169
52.1651,33.776
16.9585,22.3409
NA,74.1524
22.2296,30.8269
NA,93.2043
89.4648,50.632
39.7572,41.9611
NA,41.5246
NA,74.9804
94.6814,64.6782
NA,54.3342
21.1328,22.1754
29.8932,22.4661
NA,60.7812
NA,38.988
13.0346,21.2344
29.9467,42.8586
0.9235,16.1358
117.0109,72.4295
NA,60.4618
NA,52.7584
75.1415,40.9779
0.0168,8.9529
NA,25.733
84.5925,32.5621
63.6597,58.4918
NA,55.6094
17.002,16.2047
65.114,45.7198
29.8311,52.2172
92.543,50.534
NA,61.119
73.1018,53.8601
135.416,25.3079
39.9148,16.2888
62.1546,33.3239
41.1559,41.2957
74.338,59.0002
99.2762,42.0514
213.1619,61.1712
NA,49.0781
133.9114,99.9293
16.5526,10.3696
135.9884,60.252
36.7168,10.3216
90.2195,33.9515
54.376,57.1057
NA,56.6966
94.788,78.3939
NA,74.4856
8.1334,16.2252
73.342,33.6003
105.2864,43.9645
76.5448,60.5895
NA,92.2548
89.3226,44.0373
19.5858,11.241
NA,71.1034
NA,55.6607
NA,29.2008
217.833,118.5384
0.0107,14.7431
96.3037,54.3122
59.6717,15.6474
NA,67.117
0.663,19.8514
0,9.8826
15.416,37.4014
NA,127.7433
59.6797,45.5921
55.1866,15.478
4.8538,19.5988
22.6246,54.1498
64.273,79.6296
113.6189,49.6128
NA,63.8517
64.9196,15.5461
NA,71.3381
NA,115.2698
NA,85.0728
0.0043,15.5443
55.8127,38.2699
NA,142.4235
5e-04,8.5979
161.7578,97.7721
NA,67.6975
43.8581,58.1643
25.714,8.5608
NA,89.588
31.1317,8.4685
78.4918,21.0072
89.1325,27.1165
NA,54.1214
NA,182.5442
56.8676,36.0506
9.4168,16.8661
102.2605,70.6688
54.243,57.5398
83.9127,49.9541
59.6316,37.5485
88.5617,66.4141
NA,40.589
NA,51.8275
179.1734,18.8503
33.5987,34.6256
41.149,61.2536
45.702,47.2678
7.4099,21.0885
NA,75.745
86.3987,81.3884
95.0929,57.1366
NA,19.9335
11.2356,32.697
14.9886,12.6866
37.4311,19.2759
2.1608,21.3449
30.9256,34.2474
93.208,51.2829
57.4013,45.7985
NA,41.6383
NA,57.1323
169.1784,103.151
NA,13.029
NA,59.0717
48.506,45.3181
51.5999,51.6012
1.1035,11.0857
NA,41.9556
36.5868,50.0293
72.3659,52.7014
56.7213,26.9821
48.414,39.0036
56.3508,29.0758
86.7788,57.5503
6.0664,30.071
38.6515,37.2339
179.0559,61.3586
14.247,44.8833
0.2019,19.1345
41.3128,51.869
7.4261,23.1138
2.9376,10.2389
8.0561,33.269
NA,94.217
24.2824,17.2412
108.9712,67.2061
19.8941,25.3248
NA,110.7041
95.6405,60.8184
146.4904,54.5869
58.6029,41.6982
58.1306,65.3345
101.0467,50.5551
NA,66.1267
4.6476,13.3228
NA,109.3272
4.3332,11.683
NA,124.1153
59.0879,20.6206
64.5755,38.9763
NA,80.526
NA,41.5144
84.2223,19.4358
97.1106,27.0689
39.6923,19.3102
41.8675,72.5092
91.9735,53.628
0.4073,13.0989
31.8795,13.7022
70.9258,31.2778
NA,60.8459
119.3329,55.2183
25.3956,28.983
0,7.0311
163.9434,133.9055
77.531,55.345
45.0821,28.795
110.0577,75.2865
52.0498,32.6016
0.0073,20.7043
213.2966,8.713
NA,53.6414
67.0808,42.6697
135.5399,27.4681
44.7769,32.961
NA,112.842
NA,78.3179
73.3949,42.2057
204.9148,144.994
10.6046,13.1396
NA,14.3913
1.9265,14.0336
80.9495,55.6588
249.3705,73.7392
39.2542,13.1615
0.9999,20.0913
NA,120.5988
108.0445,50.0826
16.5089,35.3516
4.0897,11.2205
187.5193,40.8215
20.2579,26.8101
NA,32.4945
82.2442,51.0311
150.7473,87.379
NA,68.1867
50.0757,37.3264
NA,90.5436
125.0177,75.4194
31.993,36.0722
33.3265,34.5349
2.854,30.246
33.4275,23.2206
NA,75.5701
157.8895,51.382
19.7551,35.0127
NA,45.876
54.6932,51.937
38.3508,35.424
NA,70.2955
47.7245,36.7839
NA,104.3815
108.8983,84.4551
1.2418,7.5369
158.2315,63.7414
79.2666,51.5931
44.9217,50.9249
NA,94.3991
111.2683,19.7757
NA,80.8238
69.8916,10.1194
NA,46.6141
13.0832,18.0498
97.8239,31.3087
55.6165,14.672
14.2689,26.0596
NA,117.3221
170.1098,100.6011
40.1435,56.1863
82.86,60.2893
72.938,56.65
36.0956,23.4455
92.5581,77.4152
38.3445,38.615
2.6739,12.3937
NA,64.0107
NA,71.8159
115.9616,55.9224
48.0256,46.0058
38.2393,26.4003
NA,69.6545
NA,72.0198
93.6456,66.8845
13.3872,25.2379
56.0416,38.7061
NA,85.4279
NA,66.7373
NA,159.9246
29.8356,34.2318
38.4643,41.4037
73.2019,51.9913
34.6508,48.3187
NA,52.365
NA,14.7934
104.0566,38.7835
92.4626,61.3323
44.3218,54.2006
36.3108,60.8553
NA,66.8192
12.8367,23.3471
18.8687,17.953
NA,31.6791
NA,111.3739
66.8657,32.8154
NA,114.2517
4.0774,15.2554
NA,51.8231
97.5338,54.7977
79.8915,54.1781
24.9163,17.7505
67.8384,31.5444
38.4255,10.5322
170.9093,67.5648
1.3209,14.3026
26.3957,28.4365
40.2921,36.9559
7.1002,30.2492
NA,73.9769
20.7944,26.68
51.4113,32.4098
NA,52.7038
NA,88.9226
NA,15.7931
40.9885,43.2411
0.3076,18.92
NA,37.9793
192.6589,89.1833
NA,81.0701
91.0345,76.458
26.8774,23.4908
81.7972,18.9828
87.1668,23.0455
NA,80.5049
0.0342,11.7652
82.7468,52.0492
134.6235,48.6898
NA,74.0342
14.319,31.9506
13.3182,39.1961
88.4102,50.5521
NA,56.35
37.4653,40.2975
13.2123,28.7136
47.2692,46.7477
63.5581,15.2971
51.8445,22.3627
100.5033,50.5583
142.6598,69.6503
16.0049,29.7765
NA,83.4617
NA,37.9224
NA,59.614
NA,82.2305
120.3538,64.2658
NA,96.0731
NA,49.5962
63.275,29.9479
21.0645,17.7448
117.3281,77.017
25.7739,30.4304
116.7291,57.7515
0.2694,10.2161
41.819,32.4142
7.6562,7.8041
24.7632,32.2412
NA,75.1673
48.1668,39.8601
99.5718,58.1699
35.302,25.0882
8.2971,30.2939
NA,8.0786
134.1419,99.2772
NA,14.9459
0.1987,7.68
82.5403,47.5345
21.8195,50.9449
17.7055,29.8408
9.0657,19.5492
84.5233,67.4603
85.3469,24.6712
NA,101.8985
69.9782,34.4884
1.333,25.1188
5.5408,32.1934
0.1513,12.6375
NA,53.8709
NA,26.3983
95.8569,75.3912
91.9791,73.3914
32.3768,38.8124
NA,67.5256
102.3499,92.7443
NA,96.4354
78.8843,45.296
51.127,55.5952
NA,77.9656
85.2546,46.6685
NA,82.3327
NA,58.0321
NA,23.9348
134.6742,87.9934
199.748,61.3045
NA,90.6477
71.7024,36.7824
NA,57.3091
1.2547,14.0217
37.5113,41.5975
70.6906,45.8433
NA,58.01
115.2161,35.6143
33.0111,22.7276
50.9526,45.7777
21.2751,26.936
19.401,41.8483
NA,35.7318
67.2677,66.3328
133.5701,34.5731
59.019,43.2337
91.8232,44.8907
122.9479,23.668
NA,45.7024
36.8405,33.588
95.1322,31.0167
109.0956,61.1065
4.4886,18.8846
40.2485,26.6525
25.7122,25.1217
NA,27.8251
118.3403,49.9397
111.2328,65.2285
NA,28.5627
NA,62.9306
45.2425,39.7936
NA,89.3311
NA,98.3231
NA,74.2366
23.3285,31.3664
153.2063,72.2575
8.6444,33.1452
56.0045,39.3713
NA,24.5464
30.5669,44.9895
NA,81.082
0,16.7001
NA,76.0476
16.1318,26.5247
NA,30.9375
NA,42.3593
119.378,81.9243
103.3235,38.4009
NA,61.9349
14.6258,23.8429
57.8551,39.7907
27.9327,17.4913
NA,42.3967
NA,74.4596
6.8234,11.3782
60.8359,50.2426
58.914,24.7167
25.3823,46.5365
NA,94.8487
NA,111.9765
103.7415,61.0834
47.7185,36.1596
NA,99.6381
13.1747,25.4285
62.1965,23.8833
61.2962,47.2721
98.6573,51.9305
NA,71.7332
NA,76.7517
NA,91.0607
150.0967,78.2538
70.3432,29.8997
NA,38.5819
81.9332,44.2144
16.2922,24.6023
NA,132.6759
NA,81.8952
NA,39.218
103.0306,25.4738
25.8064,57.0138
NA,41.5205
NA,20.3715
NA,12.0984
NA,26.8341
73.768,23.9759
NA,85.9288
97.7239,43.1512
75.5455,42.0645
40.1237,23.6709
0.8172,14.2744
62.2772,36.392
NA,72.632
NA,71.5649
112.8984,43.7258
98.6314,71.7682
NA,120.5888
NA,91.2618
NA,144.6917
NA,68.3628
97.2512,26.9696
93.5024,47.3959
2.2706,19.4793
104.811,21.9127
NA,29.4834
143.3433,64.7871
NA,80.2048
17.5236,26.5473
NA,91.7759
86.0689,76.1901
97.6677,31.6087
126.7791,88.2578
49.2474,53.492
37.7984,44.0468
NA,61.4182
NA,50.9982
NA,92.0828
21.5611,33.8758
NA,86.4528
169.324,68.5362
NA,33.3174
9.1911,20.7903
14.4679,31.1506
77.4072,56.2956
125.0015,74.0724
101.9928,48.6532
147.557,94.7843
NA,61.1336
NA,42.5264
33.9264,20.4783
135.1802,69.4367
28.4325,26.5506
23.0273,11.4372
72.5795,60.6603
NA,39.5634
31.2442,19.5741
142.2096,93.798
NA,9.0249
32.7594,26.3909
18.4633,17.6917
66.7327,47.7565
204.3527,66.8728
13.6644,27.0646
0.0514,17.3533
NA,31.4691
116.0227,57.3946
63.7156,29.6003
8.699,22.1926
55.3273,49.552
0.0024,6.1059
16.7799,20.2346
55.5256,31.9422
NA,35.5959
56.1177,61.468
12.428,53.3075
43.9998,48.5857
110.0446,35.666
25.8669,42.6744
61.5268,42.7814
NA,58.8768
NA,48.8428
36.1575,46.106
137.4637,90.2402
32.6379,38.4675
39.0258,31.4238
93.9903,38.0177
0.0314,6.3431
102.8081,52.0353
NA,93.4335
34.8409,31.446
110.1765,53.311
121.7876,26.7282
NA,110.2369
NA,44.0203
51.1636,62.8698
114.2735,44.9485
48.0846,53.4456
56.5125,29.3799
45.9843,30.4577
NA,48.7663
32.1841,40.8025
31.2008,39.4675
NA,31.1012
85.9322,67.2636
14.0029,47.2105
16.817,23.3373
72.9041,41.2857
64.5461,28.0875
71.006,39.8766
14.9272,24.8108
104.6508,49.3061
52.0541,69.2342
196.0969,105.2495
94.452,69.7765
4.6715,18.0018
156.224,104.3048
128.1849,69.639
4.9235,16.4593
NA,105.153
NA,64.2475
25.6734,56.9865
NA,78.4739
NA,78.4018
0,10.164
80.5269,58.1831
NA,131.0856
NA,129.9539
0.1377,9.7298
13.0806,22.0172
3.3338,11.7112
